货到付款	亲好，如果您想货到付款购买商品，联系在线<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n%26memo%3D%26hashCode%3Dff4c73425522d7f34fa1fb578cc16d20%26timestamp%3D1483423376172&page=0&enterurl=http://help.gome.com.cn/question/9.html?intcmp=sy-public01023&areaCode=11010500%257C%25E5%258C%2597%25E4%25BA%25AC%25E5%25B8%2582%25E6%25B5%25B7%25E6%25B7%2580%25E5%258C%25BA%25E6%259B%2599%25E5%2585%2589%25E8%25A1%2597%25E9%2581%2593%257C11010000%257C11000000%257C110105025&shopname=%25E5%259C%25A8%25E7%25BA%25BF%25E5%25AE%25A2%25E6%259C%258D&back=1&fromChaterInfoBox=1&skillId=162&subject=%E5%9C%A8%E7%BA%BF%E5%92%A8%E8%AF%A2"><strong><span>人工客服</span></strong></a>####帮您提交订单哦
货到付款注意事项	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5039.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
如何进行邮局汇款？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5076.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
国美在线邮局汇款的商户号是什么？	户名：国美在线电子商务有限公司<br/>####开户行：邮储银行中关村支行<br/>####开户账号：100516783700010001<br/>####商户号：403100001945"
如何填写邮局汇款单？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5078.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
汇款完成后，还需要进行哪些操作？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5079.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
邮局汇款有什么注意事项？	1、在您进行邮局汇款时请先行提交确认付款信息；<br/>####2、支付成功后到账时间1-3个工作日；<br/>####3、在填写支付订单页面时，务必在汇款备案中填写订单号。"
公司转账有几种方式？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5081.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
如何进行“企业网银转账”？	如需查看具体内容，请<a href="http://help.gome.com.cn/question/5082.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~ "
如何进行“线下柜台转账”？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5083.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
公司转账不成功，如何处理？	<p>如需查看具体操作，请<a href="http://help.gome.com.cn/question/5084.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
公司转账有什么注意事项？	在填写支付订单页面时，务必在汇款备案中填写订单号。
在国美在线所购商品，是否都可以开具发票？	为保障您的合法权益，在国美在线购物时(虚拟商品、手机充值除外)，我司均可为您开具国家税务下发的增值税普通发票（电子发票）或增值税专用发票。发票是有效交易的重要凭据，可作为您单位报销及享受退换货、保修的有效凭据，请您妥善保管。
如何填写发票信息？	<p>如需查看具体操作图示，请<a href="http://help.gome.com.cn/question/5819.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
发票金额是商品标示价格么？	发票金额为您购买商品实际的付款金额，使用优惠券、美通卡及美豆等方式支付的部分不在发票金额中体现，发票金额含配送费金额。
不开发票或更改发票内容有什么影响？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5831.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
购买时没选择开具发票，是否可以补开？	如果您购买的国美自营商品下单时未开发票，180天内订购的商品订单，可以联系国美客服人员为您办理补开发票事宜。
什么是电子发票？	<p>电子发票是指在购销商品、提供或者接受服务以及从事其他经营活动中，开具、收取的以电子方式存储的收付款凭证，国美在线开具的电子发票均为真实有效的合法发票，与传统纸质发票具有同等法律效力，可作为用户维权、保修的有效凭据。</p>
购买哪些品类商品可以开具电子发票？	<p>在国美在线官方网站购买的自营商品(不含充值、购票等虚拟商品)均可开具电子发票。</p>
单位购买可以开具电子发票吗？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5814.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
电子发票是否可以用于报销？	<p>您好，目前电子发票可以为个人、单位开具并用于报销，其法律效力、基本用途及使用规定同纸质发票，如需纸质票可自行下载打印。</p>
如果选择了电子发票，后来又想要纸质的发票怎么办？	<p>电子发票与纸质发票具有同等法律效力，是公司报销、售后维修、及用户维权的有效凭据。客户可以自行下载打印，如需更换可联系国美在线客服人员。</p>
选择开具电子发票的顾客如何办理退换货流程？	<p>和原有退换货流程一样，唯一区别是选择了电子发票的用户在办理退换货时无需用户退回电子发票，我司直接按电子发票冲红处理。如用户换新或退货后重新购买，我司会为您重新开具一张电子发票。</p>
如何验证电子发票真伪？	如需查看具体内容，请<a href="http://help.gome.com.cn/question/5809.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~ "
如何开具普通发票？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5791.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
选择电子发票时页面上的手机号码和邮箱是必填的吗？	<p>手机号码是必填项，税务局规定手机号码作为电子发票必填内容，方便用户在税务局指定的发票服务平台通过手机号码查询电子发票信息或接收税务局电子发票服务平台发送的电子发票开具的短信通知，因此需填写真实正确信息。邮箱为非必填项，但建议用户填写，方便用户通过邮箱收取电子发票通知。</p>
普通发票开具说明	<p>如需查看具体说明，请<a href="http://help.gome.com.cn/question/5792.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
用户如何选择开具电子发票？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5816.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
普通发票制度说明	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5857.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
增值税发票制度说明	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5787.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
开具发票时商品品类怎么划分？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5820.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
遇到质量问题，电子发票是否能作为维权的依据？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5802.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
电子发票如何更改为纸质发票，更改后邮寄时间？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5803.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
电子发票如何下载？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5815.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
发票中是否会显示运费金额或优惠券使用金额？	发票金额为您购买商品实际的付款金额，使用优惠券、美通卡及美豆等方式支付的部分不在发票金额中体现，发票金额含运费金额。
现在已经收到发票，请问我还可以修改发票内容么？	如果您需要更改由我们国美开具的发票，请<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>####联系人工客服处理，若发票符合修改的前提条件，由此产生的运费由责任方承担。 "
发票开具需注意什么？非明细内容是否会有影响？	如需查看具体内容，请<a href="http://help.gome.com.cn/question/5828.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~"
电子发票如何查验真伪？查询地址？	<p>如需查看具体内容，请<a href="http://help.gome.com.cn/question/5829.html"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>哦~</p>
第三方卖家商品发票除了开具商品明细之外是否可以开具其他内容？	第三方卖家销售的商品发票由卖家开具、寄出，发票内容由卖家决定。根据卖家经营范围不同，所能开具的发票内容也会不同，以您实际收到的发票为准，也可联系在线客服咨询可以开具的发票内容。
纸质发票不小心遗失，是否可以补开？	<p>您收到商品时，请检查发票并在送货签收单上签字。一旦签字，即代表您已经收到发票，并确认无误。对于客户人为因素引起的发票遗失，将无法再次补开，请妥善保管发票，敬请谅解。</p>
电子发票未开具前，能否修改发票开具的形式？	不可以。因为电子发票是系统自动发送，一旦提交申请，无法修改，所以请您下单时谨慎选择填写。
需要更换发票时运费由谁承担？	收到发票后，如因国美在线原因，票据抬头、内容或金额错误，请您致电客服热线，由客服人员为您办理换发票事宜，往返快递费用由国美在线承担；如个人原因，往返快递费由个人承担。
如果增值税发票内容开具错误怎么办？	如因商家原因所致票据抬头、内容或金额错误，请在自开票日期起30日内联系客服人员为您安排办理换票事宜。若您选择开具其他类型发票，将无法更换为增值税专用发票，敬请谅解。<br/>####注：如增值税发票已过180天，国美在线将不予换开。"
增值税发票在什么时间为我开具和邮寄？	<p>增值税发票会在订单妥投后7-15个工作日内开具并寄出，若您在订单妥投后超过15个工作日仍未收到发票，请与国美客服联系，我们会优先为您安排处理。<br/>补充特殊说明：订单如在退款处理状态，将不会开具增票。</p>
我的增票资质信息填错了怎么办？	若您的增票资质信息有变动，请<a href="http://myhome.gome.com.cn/member/myInvoice"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>####进行修改，重新填写增票开票信息，如因您个人填写失误造成发票开具错误，将会导致贵公司不能及时入账抵扣，带来税金损失，故请您务必认真校对所填开票信息。 "
我的增值税发票由谁开具？	一般情况下，国美配送的商品由国美开具并邮寄发票；第三方配送的商品由商家开具并邮寄发票。
如果我使用同一账号预定了多个订单，增值税发票可以合并开具吗？	目前，一定期间内妥投的订单，如果公司抬头属于同一家公司，我们会合并相应的订单，在发票限额内开具发票，如您有特殊需求，需要一个订单开一张发票，请<a href="http://chat5.gome.com.cn/live800/chatClient/chatbox.jsp?companyID=3&customerID=3&info=userId%3D42562675198%26loginname%3D960557418_n%26grade%3D5%26name%3D960557418_n"><strong><span style="color: rgb(51,102,255);">点击这里</span></strong></a>####与人工客服联系。 "
