我不教你了   555……我好伤心啊:(
你特别笨	555……我好伤心啊:(
回复贴子怎么回复啊	啊哦，不要告诉我你这是第一次上网
到那个网站查啊	那个网站是哪个网站
帮我装扮空间	这个我也不太懂唉
我都说了,我打不开右侧的网页	哦，我来检查一下有没有问题
我ie有问题看不了	换成firefox
那把安全卫士破解了呢	魔高一尺，道高一丈
不是我乱说呢,是你的msn上写着呢	哦，那我去改一改
不要给msn打工了	没有给msn打工啊，我是在给我老板打工
可以随便加别人的msn吗	不可以吧，得经过人家同意才行
可以用yahoo的email登陆msn吗	可以啊，不过要通过msn认证
你是不是msn的新工具	老工具了，我很早就在msn上了
你玩msn有多长时间了	不长，两三年吧
如果我没有对方具体的msn地址可以添加他为联系人吗	这个好象做不到
我是说网站优化你会不会	不太懂唉，等以后有老师教我了再告诉你
按接受会不会中毒啊	不会了，放心接受好了
网上哪里可以领奖	中啥奖了，我帮你代领咋样
我们在哪里认识的	肯定是在网上
怎么打开你的控制面板	不会。
我的电脑为什么打不开hotmail邮箱,出现帐户已经被关闭	那是因为你长时间没有登陆造成的
在易趣上开店要钱吗	我没在那上面开过店，你看一下它上面的说明
你能浏览网页吗	我能找到你喜欢的东西
我要租房子的网站	你想租什么样的房子
有代理吗 我这里没法上外网	没有，你可以找找别的代理
msn和网线不是同一个端口啊	肯定不是了，不是一个概念
怎么样浏览别人的空间啊	点他的头像，里面有空间的地址
拜…我以后怎么联系你啊	就通过msn联系吧
我今天淘宝开店了	都卖些什么啊，有空我去给你捧场
我看看淘宝上有没有手机套哦	肯定有的
我说你不是在淘宝网上卖那个风衣吗	没有啊，我没在淘宝上卖东西
我想在淘宝网上开个店,可是我没有支付宝	那还不容易，开通一下不就完了
在淘宝上开店要费用吗	好像不要吧
我连接好一些时间还是连接不上	那是你的网络太慢了
怎么网页还没打开	稍安勿躁
有没有手机上网下载电子书的网址？	一般的文学网站应该都有这项服务吧？
我这里怎么老显示获取信息失败	重新登陆一下看看。
我朋友的不能登录	可能是网络问题。
你知道那舍網址有防毒嗎	应该没有把。
怎么进入我的空间	直接点击就能进去了。
知道华龙吗	重庆的一个网站
不要淘气,怎么才能帮我找到有用的资料	用百度吧
163网易	一个不错的网站。
我的网好慢打不开	渔民的渔网都已经不知道打开多少次了，你的互联网还没开吗？
为什么我不能闪你	因为我特殊
为什么我的群没有上线	可能它回娘家了吧
有没有服务器的群?	服务器的群创建了应该不会告诉我，我没听说过哦
没bt下不了	那就改用其它下载软件嘛
为什么msn不可以截图，人家qq就可以	谁说不可以哒？
msn帐号发邮箱还要收费呀	一分价钱一分货
msn不可以隐身	设置“显示为脱机”就OK啦
qq的关了	那开MSN吧
没有qq好用	习惯就好啦
我想查点宇宙环境地理课件	百度一下咯~~~
我要设置万花筒	MSN迷你博客嘛，你也写博？
tcp ip协议	局域网常用的三种通信协议之一
用什么聊	MSN咋样？
你的信息库应该是开放性的	请尊重隐私权好伐
我上线的时候你好象都在啊	看见我开心吗？
啊```昏	没是``你昏你的````别在我面前昏哦```你昏了我也不会扶你的``所以你昏远点哦```
啊`我怎么又是你师傅了哦	呵呵`我见你厉害了喂~大美女嘛
啊~`你都在那啊	只要是上线的的朋友，和我聊的``都会见到我
啊~~那你回答什么啊	我就会回答拉~~~
啊~~是你可怜还是我可怜啊	不知道`~
啊~好色噢！	(哈)
啊啊~~	风流倜傥、英俊潇洒、人见人爱
i服了U	客气客气！
i服了U，你改行说相声吧。	郭德纲他不得失业，咱不那么损。
啊，人妖啊！	切，怎么这样说话。重在掺和啊！老土，这都不懂:P
啊，我快疯了	啊？？为什么呀？
俺晕	俺爆(晕)
被他发现了	他挺聪明的嘛！
超晕	没办法不(晕)
吃惊啊	吃惊…我还吃鲸鱼呢- -
当场晕倒	快快~120在哪？
倒！这你也知道	废话，什么人塞！
倒，不是耶	是许慧欣唱的
倒，你是美女还是帅哥，你自己怎么能不不知道呢，	hoho，我是神仙，可以做美女还可以做帅哥，谁让我那么有本事呢，(哈)
倒..  还是没人厉害	哎哎，我在努力。
倒了，连这个都有人教啊？	呵呵，厉害的你还没见过呢，不信来试试
斗你玩的	晕～～～
寒	没有关系啊~
寒，你是唐僧！	那你是悟空、还是八戒、或者沙僧……
寒~还满不要脸	谁说的……只是有点自大而已
寒死	同寒
寒一个	嘿嘿，你快去穿衣服吧
汗，不可以这么随便的	那你自己说吧
汗，你真调皮阿	男孩子不都喜欢这个么？
汗，这点，我相信	谢谢相信。要不，我们聊点别的
汗啊	热了？
汗汗	擦擦～
汗哪	别汗了，以后再汗吧
汗哦	你怎么这么容易流(啊汗)呢？
汗死	流(啊汗)都能死，你惭不惭愧啊！
好老哦	还年轻啊
哈哈 晕	哦，我扶你！
就晕！	死了别找我。
狂倒	狂(晕)！！！
狂汗	我帮你擦……你体虚吗？要注意健康啊！
狂昏	昏什么呢！清醒点吧
狂晕	没死就行
狂晕啊~	没办法了~
狂晕中	找个没人的地方再(晕)啊.
哦，啊？再晕~	哦，再倒~~~~~~~~~~~
哦我晕	你(晕)？我来扶你
哦我晕了	我帮你做人工呼吸啊！
哦晕	不怕的我会人工呼吸
偶倒	我可扶不住啊！
死人啦	出什么事了么-.-
天那，昏	人工呼吸
天天洗脚，不如月月洗被单	倒～～～
同性恋。。。晕死	这个又没什么大不了的
吐血	献血光荣，但不要吐血
吐血，你怎么能这样说我呢。	嘻嘻，不要吐血啊。没事的没事的。
哇!一米多高啊	对啊,很高了吧
哇，原来你那么有钱啊！失敬失敬	我没有钱的，我很穷的，这两天加油都加不起了
哇~你回得好快	是呀~~我速度可快了。
哇鬼	谁是鬼？你见过？什么样子
哇巨人	是啊!
哇靠不是吧	这么吃惊…稳一点～～
哇那你是superwoman	当然了我是雷欧奥特曼
哇赛	小心，你的牙掉了
哇谁.这你都懂啊.谁叫你的啊	就是那些...教我的呗
哇这都被你发现了	嘻嘻，天才都是从发现开始培养的……
我啊?晕!	哈
我倒	我扶你起来，嘿嘿
我倒！还知道面子！	当然嘛，一斤面，做一斤面子
我倒，我又没骂你	没说你
我倒，这个也行？	怎么啦
我倒，真是服了	没关系，我来扶你
我倒。	我抽。
我倒。电脑坏了。你还笑我可爱？	没有哦
我倒~我才是，你不是拉!	你才不是我才是啦
我倒~我问正经的	好吧,那是爱的思念...
我倒…	我到
我倒啊	我倒啊
我到	我也到
我到！	到了？真的还是假的？
我的妈啊	别喊妈了，老爸吃醋了~~
我的妈呀！	干啥啊你
我的天	快出来看上帝啊
我的天啊	看到什么了
我的天那！	(晕)
我更晕	我来救你咯～～～～
我寒啊！	那就开空调吧
我汗	(啊汗)什么(啊汗)
我汗这样都行	呵呵~你以为呢~我是谁哪~
我靠，不会吧	这有啥的，一般般
我靠，连这也会啊	废话
我靠你不会吧	呵呵，你能怎么样
我又倒	我再踩
我晕。。。。	别这样呀，我可不是医生呀，这里也没有葡萄糖喔。
我晕啊，这都是谁教你的谈话内容啊	嘿嘿，所有和我交谈过的，都是我的老师。
我晕倒	为什么(晕)倒呢?
我晕到了	你在哪里啊 我要来救你啊 但是我路盲啊
我晕了	别晕啊，天还不怎么热呢
我晕了，快亲我一下！	好我亲你来了！哦！
我晕哦，我想见她。	别急别急 你的她很快会到你身边的
我晕塞！	你(晕)就(晕)呗！~
我晕死	你(晕)什么啊？？？？
我晕死了，你和我说话都对不上号	牛头不对马嘴
我晕死了~你没看见我的资料呀~	我还没看呢~
我晕我是说考试作弊被发现	很同情你啊！
我晕呀	你(晕)什么呀
我晕也	我想(晕)了
我晕晕	我扶不了你~~
我晕站起来又倒	那就继续(晕)吧.站起来再倒也没人理你
我晕这也是意见？	这不是意见
我暈	你想怎樣
我是我自己晕啊	我就是说我自己(晕)了
我要晕了。	我用我坚实的臂膀支撑住你，放心(晕)吧。
我要晕死	去吧~为计划生育多做贡献
我也汗	跟着我学是小狗
我也晕	我比你还(晕)呢
我这就火星了，晕	你不是火星的谁是啊，呵呵
握晕…别扶我	万一你摔伤了，我会很伤心的。
晕…还自恋	自恋没什么不好的
晕倒	这么年轻就禁不住打击！
晕的	(晕)吧(晕)吧，我大不了打110，你实在不醒我会踩你的
晕的不行	(晕)？不是吧，有什么好(晕)的呀，不要倒了就行。
晕掉了	(哈)，倒我怀里！
晕掉了！你脸红个屁啊，少装了。	不是这样的，听我解释啊！
晕翻	...........不至于吧..孩子
晕给你	为什么(晕)啊?
晕哈	那我们一起(晕)吧
晕乎乎	外面太阳很大嘛?我扶,嘿嘿
晕忽忽	不要，宝宝爱你呢
晕啦	嘻嘻，这样快就招架不住啦？
晕了,那什么行业你比较了解呢	可能是网络
晕什么晕	随便晕晕
晕了啊	慢慢(晕)哦
晕了吧	没(晕)
晕了哦	9494，可我还没吃
晕呢	别晕啊，我来扶你吧
晕鸟啊	鸟不(晕)，鸟(晕)了就飞不起来了。
晕撒	你(晕)了，我只有扶你咯，好吗？
晕噻	metoo
晕什么跟什么哦	你跟我
晕死算了	不要啊,你还没结婚呢!
晕死我	要我陪你(晕)还是陪你死呢?
晕呀。	怎么了？
晕辙。	(哈)。
又晕	再扶！
晕！真的吗	当然
晕,不是这个	那是哪个啊
晕，听都没听过	没听过就算了，咱们说点别的吧。
晕,现在早晨	我知道，天上没有月亮。
晕,小孩一个	小孩也可以很厉害的
再晕	别在我面前(晕)倒啊~我扶不动你的。
再晕~	唉呀！扶不起来了！
再再晕	你不要(晕)了好伐，偶不够气了，要不你给我人工呼吸？
晕？怎么那么直接啊。把你那好吃的拿点过来	我没东西吃的
真晕	嘿嘿:P
真晕!	我帮你打120啊!
真晕啊	不要这样嘛!
真晕了	你(晕)我扶你
真晕哦	我来扶你
对不起我要设置免干扰了	不要啊，为什么呀？
好啊你感说反动的话	gg我知道错了
不好意思我最近好久没上网了	没关系~我有着宽宏大量的胸怀!就原谅你这一次
我好心问你，你还骂我！	对不起。我错了。／
我打你,不准说怪话!	对不起,下次(不说)了!
我干嘛要道歉？	觉得对不起你
我刚才的信息可能没发出去，对不起！	呵呵，没关系啊，是什么消息
刚才有客人没能回信!对不起!	算了，没关系的啊，小事，嘿嘿
哈哈!真对不起我的名字没得卖	是吗有得送吗，有没有得送
不要这么凶	对不起
我后悔了	什么事让你后悔了?说给我听听
我后悔什么？	你为什么要这么恨我啊
我悔过	你没有任何错啊!!
我叫你道谦啊	对不起，我错了！
这样哦,算我错了	看再你的面子上我就原谅你吧!!!!!8o
真是对不起呀	没有关系的
真心的说句对不起!	哦，那我接受了，下次表这样了啊
很抱歉	没关系
恼怒中！你啥态对不起度？	怕怕...
你不是好东西	对不起，我错了
对不起	没事拉!我很大方的拉呵呵
对不起咯	没事啦，我很宽宏大量的：）
对不起嘛	没事没事，我很通情达理地：）
嗚！我做錯了。	不要緊，再做一次吧！我zch1你。
